375,0.001
375,0.001
375,0.001
375,0.001
375,0.001
375,0.001
375,0.001
375,0.001
375,0.001
375,0.001
375,0.001
375,0.001
375,0.001
375,0.001
375,0.001
375,0.001
375,0.001
375,0.001
375,0.001
375,0.001
375,0.001
375,0.001
375,0.001
375,0.001
375,0.001
375,0.001
375,0.001
375,0.001
375,0.002
375,0.001
375,0.001
375,0.001
375,0.001
375,0.002
375,0.001
375,0.001
375,0.001
375,0.001
375,0.001
375,0.001
375,0.001
375,0.001
375,0.001
375,0.001
375,0.001
375,0.001
375,0.001
375,0.001
375,0.001
375,0.001
3525,0.009
3521,0.009
3525,0.01
3528,0.011
3515,0.017
3515,0.012
3515,0.01
3515,0.009
3525,0.009
3525,0.011
3525,0.011
3515,0.009
3525,0.009
3525,0.01
3515,0.01
3515,0.009
3535,0.009
3525,0.012
3525,0.01
3518,0.01
3525,0.009
3521,0.009
3525,0.009
3535,0.009
3525,0.01
3515,0.009
3521,0.008
3515,0.009
3525,0.009
3515,0.009
3519,0.009
3525,0.009
3515,0.01
3525,0.012
3525,0.009
3515,0.009
3531,0.01
3515,0.009
3535,0.009
3524,0.01
3515,0.01
3529,0.01
3535,0.009
3525,0.009
3535,0.009
3535,0.01
3525,0.011
3515,0.01
3525,0.011
3519,0.01
35025,0.103
35025,0.118
35015,0.106
35025,0.101
35023,0.105
35029,0.11
35015,0.11
35029,0.109
35035,0.101
35025,0.108
35025,0.099
35025,0.093
35025,0.09
35015,0.105
35035,0.1
35016,0.099
35035,0.099
35025,0.093
35015,0.091
35025,0.093
35025,0.094
35018,0.088
35025,0.088
35025,0.088
35015,0.089
35015,0.09
35015,0.092
35033,0.093
35015,0.092
35015,0.093
35025,0.089
35025,0.088
35015,0.089
35035,0.088
35034,0.093
35015,0.09
35025,0.093
35033,0.094
35025,0.088
35025,0.093
35015,0.088
35015,0.087
35025,0.091
35027,0.096
35025,0.086
35028,0.091
35016,0.091
35015,0.084
35017,0.093
35025,0.09
350015,0.965
350005,0.959
349995,0.91
350015,0.971
350005,0.956
349995,0.944
350015,0.956
350035,0.967
350025,0.965
350005,0.891
350025,0.928
349995,0.968
350005,0.891
349995,0.952
350055,0.893
350015,0.95
350025,0.898
350025,0.958
350008,0.882
349995,0.962
350015,0.9
350005,0.943
350015,0.898
350025,0.949
350005,0.951
350005,0.968
349995,0.897
350007,0.953
350025,0.922
350005,0.885
350015,0.983
349995,0.992
349985,1.129
350015,0.997
350025,0.948
350005,0.89
349995,0.967
350015,0.902
349995,1.004
350025,0.953
349995,0.985
349995,1.26
350035,1.114
350025,1.179
350023,1.144
350005,1.164
349995,1.048
350005,1.331
350015,1.27
350005,1.36
7499887,11.234
7499937,11.081
7499757,10.804
7499907,10.684
7499987,10.601
7499807,10.46
7499877,10.871
7499847,10.7
7499907,10.873
7499837,10.765
7499907,10.154
7499867,10.939
7499977,10.897
7499857,10.21
7499977,10.186
7499867,9.533
7499897,9.887
7499953,10.349
7499887,11.572
7499927,10.351
7499837,10.578
7499867,10.28
7499968,10.819
7499887,11.135
7499937,10.68
7499927,10.753
7499907,10.879
7500037,10.925
7499967,11.295
7499867,10.73
7499887,11.352
7499889,10.519
7499817,10.845
7500007,10.091
7499927,10.198
7499887,10.087
7499867,10.573
7499827,10.304
7499907,10.668
7499907,10.143
7499907,10.215
7499871,9.239
7499947,10.068
7499917,9.177
7499857,9.811
7499867,9.142
7499897,9.9
7499867,9.175
7499885,9.746
7499847,9.115
375,0.001
375,0.001
375,0.001
375,0.001
375,0.001
375,0.001
375,0.001
375,0.001
375,0.001
375,0.001
375,0.001
375,0.001
375,0.001
375,0.001
375,0.001
375,0.001
375,0.001
375,0.001
375,0.001
375,0.001
375,0.001
375,0.001
375,0.001
375,0.001
375,0.001
375,0.001
375,0.001
375,0.001
375,0.001
375,0.001
375,0.001
375,0.001
375,0.001
375,0.002
375,0.002
375,0.002
375,0.002
375,0.002
375,0.002
375,0.002
375,0.002
375,0.002
375,0.002
375,0.002
375,0.002
375,0.002
375,0.002
375,0.002
375,0.002
375,0.002
3495,0.018
3495,0.018
3495,0.018
3495,0.018
3495,0.018
3495,0.018
3495,0.018
3495,0.018
3495,0.015
3495,0.01
3495,0.008
3495,0.008
3495,0.008
3495,0.008
3495,0.008
3495,0.008
3495,0.008
3495,0.008
3495,0.008
3495,0.008
3495,0.008
3495,0.008
3495,0.008
3495,0.008
3495,0.008
3495,0.008
3495,0.008
3495,0.008
3495,0.008
3495,0.008
3495,0.009
3495,0.008
3495,0.008
3495,0.008
3495,0.008
3495,0.008
3495,0.008
3495,0.008
3495,0.008
3495,0.008
3495,0.008
3495,0.009
3495,0.009
3495,0.009
3495,0.009
3495,0.009
3495,0.009
3495,0.009
3495,0.009
3495,0.009
34735,0.088
34735,0.087
34725,0.082
34735,0.089
34735,0.083
34735,0.089
34735,0.084
34735,0.089
34735,0.094
34725,0.085
34745,0.091
34725,0.081
34735,0.089
34725,0.082
34735,0.09
34735,0.082
34735,0.09
34735,0.082
34735,0.09
34735,0.083
34735,0.09
34735,0.082
34735,0.091
34735,0.086
34725,0.089
34715,0.081
34735,0.09
34735,0.082
34735,0.09
34735,0.082
34735,0.09
34733,0.083
34729,0.09
34745,0.082
34735,0.09
34719,0.082
34735,0.09
34735,0.083
34735,0.086
34735,0.088
34725,0.082
34735,0.089
34735,0.084
34735,0.089
34735,0.084
34735,0.09
34735,0.083
34735,0.09
34735,0.083
34735,0.09
347075,0.89
347095,0.955
347101,0.887
347095,0.947
347075,0.982
347085,0.881
347105,0.904
347105,0.949
347095,0.903
347066,0.945
347114,0.897
347085,0.949
347095,0.894
347085,0.948
347135,0.893
347095,0.952
347135,0.902
347095,0.887
347065,0.96
347095,0.893
347105,0.947
347115,0.897
347095,0.888
347105,0.899
347092,0.944
347105,0.893
347083,0.967
347115,0.893
347105,0.945
347075,0.892
347105,0.949
347085,0.89
347065,0.949
347105,0.897
347105,0.952
347086,0.959
347075,0.895
347095,0.945
347105,1.048
347115,1.043
347085,0.942
347075,0.893
347115,0.941
347115,0.878
347105,0.964
347105,0.899
347085,0.946
347085,0.897
347105,0.946
347085,0.895
7470737,9.697
7470747,9.243
7470767,9.681
7470727,9.557
7470697,9.864
7470757,9.396
7470757,10.223
7470757,9.727
7470747,10.218
7470727,9.806
7470697,10.401
7470737,10.644
7470777,10.232
7470757,10.192
7470797,10.656
7470797,9.886
7470767,9.451
7470757,9.849
7470707,9.46
7470777,9.874
7470817,9.818
7470707,9.433
7470747,10.025
7470737,10.144
7470797,9.612
7470710,10.152
7470717,9.769
7470807,10.637
7470797,10.07
7470747,11.167
7470737,11.881
7470777,10.977
7470757,10.109
7470737,10.873
7470798,10.079
7470727,9.985
7470727,10.246
7470816,10.073
7470785,10.455
7470787,10.623
7470727,10.083
7470777,11.342
7470777,10.811
7470757,10.452
7470797,10.022
7470767,10.385
7470707,10.39
7470637,10.324
7470707,9.893
7470727,10.831
233,0.001
233,0.001
241,0.001
241,0.001
233,0.001
241,0.001
